opus,key,performer,year,time,seconds,label,pid,status,piece_path,performer_label
7.2,A min,Fiorentino,1958,3:15,195,Con. Artist 9200-2 ,9065-03,-,mazurka07-2/pid9065-03,16
7.2,A min,Fliere,1977,3:20,200,Melodia 10 00439,9063-06,precor,mazurka07-2/pid9063-06,17
7.2,A min,Fou,1978,2:59,179,Sony SB2K 53 246,9071-11,-,mazurka07-2/pid9071-11,18
7.2,A min,Fou,2005,3:14,194,NIFC CD001,9092-17,-,mazurka07-2/pid9092-17,18
7.2,A min,Francois,1956,1:22,82,EMI CZS 7 67413 2,9070-14,-,mazurka07-2/pid9070-14,19
7.2,A min,Francois,1966,1:26,86,EMI 724382669029,9051-10,tap20,mazurka07-2/pid9051-10,19
7.2,A min,Friedman,1930,2:31,151,Philips 456 784-2 ,5667230-09,tap20,mazurka07-2/pid5667230-09,20
7.2,A min,Hatto,1993,3:25,205,Con. Artist FED4-TC-0116/7,610003-08,-,mazurka07-2/pid610003-08,22
7.2,A min,Hatto,2006,2:54,174,Con. Artist 9270/12,9073-08,-,mazurka07-2/pid9073-08,22
7.2,A min,Indjic,1988,2:57,177,Calliope 3321,9050-06,tap20,mazurka07-2/pid9050-06,24
7.2,A min,Kapell,1951,3:11,191,RCA 09026-68990-2,9090-02,-,mazurka07-2/pid9090-02,25
7.2,A min,Kushner,1990,3:45,225,Connoisseur CD4181/2,9118-06,-,mazurka07-2/pid9118-06,26
7.2,A min,Lilamand,2001,2:37,157,Concerto Royale 206220-3600,9186c-06,-,mazurka07-2/pid9186c-06,27
7.2,A min,Luisada,1990,3:30,210,DG 463054-2,9055-06,tap20,mazurka07-2/pid9055-06,28
7.2,A min,Magaloff,1977,2:57,177,Phillips 426 817/29-2,9074f-06,-,mazurka07-2/pid9074f-06,30
7.2,A min,Magin,1975,2:51,171,Accord 465 665-2,9138-06,-,mazurka07-2/pid9138-06,31
7.2,A min,Milkina,1970,3:44,224,Unterschrift/EMI,9099-06,-,mazurka07-2/pid9099-06,35
7.2,A min,Mohovich,1999,3:37,217,Agora AG 231.2,9104-06,-,mazurka07-2/pid9104-06,36
7.2,A min,Niedzielski,1931,3:10,190,HMV C-2008/10,610001-06,-,mazurka07-2/pid610001-06,37
7.2,A min,Ohlsson,1999,3:11,191,Arabesque Z6730-2,9153-06,-,mazurka07-2/pid9153-06,38
7.2,A min,Olejniczac,1990,3:38,218,Na&iuml;ve OP20002,9100b-02,-,mazurka07-2/pid9100b-02,39
7.2,A min,Osinska,1989,3:52,232,Cassiopee 969 213/6,9101-06,-,mazurka07-2/pid9101-06,40
7.2,A min,Poblocka,1999,3:32,212,BeArTon CDB012/13,9093-07,-,mazurka07-2/pid9093-07,42
7.2,A min,Rangell,2001,3:20,200,Dorian DOR-93258,9094-06,-,mazurka07-2/pid9094-06,43
7.2,A min,Rubinstein,1939,2:51,171,Naxos 8.110656-57,9049-06,tap20,mazurka07-2/pid9049-06,46
7.2,A min,Rubinstein,1952,3:48,228,BMG 09026 63027-2,9075-06,-,mazurka07-2/pid9075-06,46
7.2,A min,Rubinstein,1966,3:29,209,BMG 09026-63050-2,9059-06,precor,mazurka07-2/pid9059-06,46
7.2,A min,Shebanova,2002,3:27,207,DUX 0350/0351,9072-06,-,mazurka07-2/pid9072-06,47
7.2,A min,Smith,1975,5:41,341,EMI 724358576726,9054-06,tap20,mazurka07-2/pid9054-06,48
7.2,A min,Sztompka,1959,3:33,213,Muza PNOD 313 A/B,9170-07,-,mazurka07-2/pid9170-07,50
7.2,A min,Uninsky,1959,2:23,143,Philips 442 574-2,9061-06,precor,mazurka07-2/pid9061-06,51
7.2,A min,Vardi,1988,3:19,199,Carriere Classics 21.0017,9173-11,-,mazurka07-2/pid9173-11,52
7.2,A min,Wasowski,1980,2:55,175,Concord CCD-42036,9111-06,-,mazurka07-2/pid9111-06,53
7.3,F min,Ashkenazy,1981,2:19,139,Decca 448 086-2,9058-07,-,mazurka07-3/pid9058-07,0
7.3,F min,Bacha,1997,2:29,149,Forlane 126817,9166c-10,-,mazurka07-3/pid9166c-10,1
7.3,F min,Barbosa,1983,2:05,125,Centaur CRC2098/9,9174-07,-,mazurka07-3/pid9174-07,2
7.3,F min,Biret,1990,2:42,162,Naxos 8.550359,9062-07,-,mazurka07-3/pid9062-07,3
7.3,F min,Block,1995,2:14,134,ProPiano PPR224507 ,9064-06,-,mazurka07-3/pid9064-06,5
7.3,F min,Brailowsky,1960,2:43,163,Sony SB2K 63237,9060-07,-,mazurka07-3/pid9060-07,6
7.3,F min,Chiu,1999,2:33,153,HMX 2907352.53,9048-07,tap20,mazurka07-3/pid9048-07,7
7.3,F min,Clidat,1994,2:28,148,Forlane UCD16729 ,9067-07,-,mazurka07-3/pid9067-07,8
7.3,F min,Cohen,1997,2:31,151,Glossa 920506 ,9105-07,-,mazurka07-3/pid9105-07,9
7.3,F min,Cortot,1951,2:30,150,Concert Artist 9180/12 ,9066-07,-,mazurka07-3/pid9066-07,10
7.3,F min,Csalog,1996,1:50,110,Hungaroton HCD 31755/6,1263-07,-,mazurka07-3/pid1263-07,11
7.3,F min,Czerny-Stefanska,1989,2:42,162,Pony Canyon Classics PCCL-00460,9192-07,-,mazurka07-3/pid9192-07,12
7.3,F min,Ezaki,2006,2:22,142,Triton OVCT-00035,9139-07,-,mazurka07-3/pid9139-07,13
7.3,F min,Falvay,1989,2:18,138,Naxos 8.550256 ,9068-05,-,mazurka07-3/pid9068-05,14
7.3,F min,Ferenczy,1958,2:08,128,Hungaroton HCD 32121,9097-13,-,mazurka07-3/pid9097-13,15
7.3,F min,Fiorentino,1962,2:18,138,Con. Artist 9200-2 ,9065-04,-,mazurka07-3/pid9065-04,16
7.3,F min,Fliere,1977,2:41,161,Melodia 10 00439,9063-07,-,mazurka07-3/pid9063-07,17
7.3,F min,Fou,1978,2:29,149,Sony SB2K 53 246,9071-12,-,mazurka07-3/pid9071-12,18
7.3,F min,Francois,1956,2:07,127,EMI CZS 7 67413 2,9070-15,-,mazurka07-3/pid9070-15,19
7.3,F min,Francois,1966,2:11,131,EMI 724382669029,9051-11,-,mazurka07-3/pid9051-11,19
7.3,F min,Hatto,1993,2:28,148,Con. Artist FED4-TC-0116/7,610003-09,-,mazurka07-3/pid610003-09,22
7.3,F min,Hatto,2006,2:38,158,Con. Artist 9270/12,9073-09,-,mazurka07-3/pid9073-09,22
7.3,F min,Horowitz,1932,2:25,145,Philips 456 842-2 ,5667249-03,tap20,mazurka07-3/pid5667249-03,23
7.3,F min,Horowitz,1947,2:21,141,Philips 456 842-2 ,5667249-21,tap20,mazurka07-3/pid5667249-21,23
7.3,F min,Indjic,1988,2:31,151,Calliope 3321,9050-07,-,mazurka07-3/pid9050-07,24
7.3,F min,Kushner,1990,2:29,149,Connoisseur CD4181/2,9118-07,-,mazurka07-3/pid9118-07,26
7.3,F min,Lilamand,2001,1:50,110,Concerto Royale 206220-3600,9186c-07,-,mazurka07-3/pid9186c-07,27
7.3,F min,Luisada,1990,2:28,148,DG 463054-2,9055-07,-,mazurka07-3/pid9055-07,28
7.3,F min,Malcuzynski,1961,2:44,164,EMI CZS 5 68226 2,918904-02,-,mazurka07-3/pid918904-02,32
7.3,F min,Magaloff,1977,2:31,151,Phillips 426 817/29-2,9074f-07,-,mazurka07-3/pid9074f-07,30
7.3,F min,Magin,1975,2:17,137,Accord 465 665-2,9138-07,-,mazurka07-3/pid9138-07,31
7.3,F min,Meguri,1997,2:20,140,Live Notes WWCC-7313,9137-04,-,mazurka07-3/pid9137-04,33
7.3,F min,Milkina,1970,2:48,168,Unterschrift/EMI,9099-07,-,mazurka07-3/pid9099-07,35
7.3,F min,Mohovich,1999,2:36,156,Agora AG 231.2,9104-07,-,mazurka07-3/pid9104-07,36
7.3,F min,Ohlsson,1999,1:54,114,Arabesque Z6730-2,9153-07,-,mazurka07-3/pid9153-07,38
7.3,F min,Olejniczac,1990,2:21,141,Na&iuml;ve OP20002,9100b-03,-,mazurka07-3/pid9100b-03,39
7.3,F min,Osinska,1989,2:33,153,Cassiopee 969 213/6,9101-07,-,mazurka07-3/pid9101-07,40
7.3,F min,Poblocka,1999,2:15,135,BeArTon CDB012/13,9093-08,-,mazurka07-3/pid9093-08,42
7.3,F min,Rangell,2001,2:05,125,Dorian DOR-93258,9094-07,-,mazurka07-3/pid9094-07,43
7.3,F min,Rosen,1989,2:25,145,Globe 5028 ,52932-05,tap20,mazurka07-3/pid52932-05,44
7.3,F min,Rubinstein,1939,2:35,155,Naxos 8.110656-57,9049-07,-,mazurka07-3/pid9049-07,46
7.3,F min,Rubinstein,1952,2:46,166,BMG 09026 63027-2,9075-07,-,mazurka07-3/pid9075-07,46
7.3,F min,Rubinstein,1966,2:51,171,BMG 09026-63050-2,9059-07,-,mazurka07-3/pid9059-07,46
7.3,F min,Shebanova,2002,2:35,155,DUX 0350/0351,9072-07,-,mazurka07-3/pid9072-07,47
7.3,F min,Smith,1975,3:19,199,EMI 724358576726,9054-07,-,mazurka07-3/pid9054-07,48
7.3,F min,Sztompka,1959,2:38,158,Muza PNOD 313 A/B,9170-08,-,mazurka07-3/pid9170-08,50
7.3,F min,Uninsky,1959,2:36,156,Philips 442 574-2,9061-07,-,mazurka07-3/pid9061-07,51
7.3,F min,Vardi,1988,2:32,152,Carriere Classics 21.0017,9173-12,-,mazurka07-3/pid9173-12,52
7.3,F min,Wasowski,1980,3:04,184,Concord CCD-42036,9111-07,-,mazurka07-3/pid9111-07,53
7.4,A maj,Ashkenazy,1981,1:06,66,Decca 448 086-2,9058-08,-,mazurka07-4/pid9058-08,0
7.4,A maj,Bacha,1997,1:14,74,Forlane 126817,9166c-11,-,mazurka07-4/pid9166c-11,1
7.4,A maj,Barbosa,1983,0:59,59,Centaur CRC2098/9,9174-08,-,mazurka07-4/pid9174-08,2
7.4,A maj,Biret,1990,1:08,68,Naxos 8.550359,9062-08,-,mazurka07-4/pid9062-08,3
7.4,A maj,Brailowsky,1960,1:19,79,Sony SB2K 63237,9060-08,-,mazurka07-4/pid9060-08,6
7.4,A maj,Chiu,1999,1:05,65,HMX 2907352.53,9048-08,-,mazurka07-4/pid9048-08,7
7.4,A maj,Clidat,1994,1:05,65,Forlane UCD16729 ,9067-08,-,mazurka07-4/pid9067-08,8
7.4,A maj,Cohen,1997,1:27,87,Glossa 920506 ,9105-08,-,mazurka07-4/pid9105-08,9
7.4,A maj,Cortot,1951,1:25,85,Concert Artist 9180/12 ,9066-08,-,mazurka07-4/pid9066-08,10
7.4,A maj,Csalog,1996,1:07,67,Hungaroton HCD 31755/6,1263-08,-,mazurka07-4/pid1263-08,11
7.4,A maj,Czerny-Stefanska,1989,1:19,79,Pony Canyon Classics PCCL-00460,9192-08,-,mazurka07-4/pid9192-08,12
7.4,A maj,Ezaki,2006,1:14,74,Triton OVCT-00035,9139-08,-,mazurka07-4/pid9139-08,13
7.4,A maj,Ferenczy,1956,1:31,91,Hungaroton HCD 32121,9097-01,-,mazurka07-4/pid9097-01,15
7.4,A maj,Fiorentino,1962,1:11,71,Con. Artist 9200-2 ,9065-05,-,mazurka07-4/pid9065-05,16
7.4,A maj,Fliere,1977,1:11,71,Melodia 10 00439,9063-08,-,mazurka07-4/pid9063-08,17
7.4,A maj,Fou,1978,1:10,70,Sony SB2K 53 246,9071-13,-,mazurka07-4/pid9071-13,18
7.4,A maj,Francois,1956,0:49,49,EMI CZS 7 67413 2,9070-16,-,mazurka07-4/pid9070-16,19
7.4,A maj,Hatto,1993,1:12,72,Con. Artist FED4-TC-0116/7,610003-10,-,mazurka07-4/pid610003-10,22
7.4,A maj,Hatto,2006,1:08,68,Con. Artist 9270/12,9073-10,-,mazurka07-4/pid9073-10,22
7.4,A maj,Indjic,1988,1:08,68,Calliope 3321,9050-08,-,mazurka07-4/pid9050-08,24
7.4,A maj,Kushner,1990,1:13,73,Connoisseur CD4181/2,9118-08,-,mazurka07-4/pid9118-08,26
7.4,A maj,Lilamand,2001,0:54,54,Concerto Royale 206220-3600,9186c-08,-,mazurka07-4/pid9186c-08,27
7.4,A maj,Luisada,1990,1:24,84,DG 463054-2,9055-08,-,mazurka07-4/pid9055-08,28
7.4,A maj,Magaloff,1977,1:08,68,Phillips 426 817/29-2,9074f-08,-,mazurka07-4/pid9074f-08,30
7.4,A maj,Magin,1975,1:00,60,Accord 465 665-2,9138-08,-,mazurka07-4/pid9138-08,31
7.4,A maj,Milkina,1970,1:25,85,Unterschrift/EMI,9099-08,-,mazurka07-4/pid9099-08,35
7.4,A maj,Mohovich,1999,1:27,87,Agora AG 231.2,9104-08,-,mazurka07-4/pid9104-08,36
7.4,A maj,Ohlsson,1999,1:07,67,Arabesque Z6730-2,9153-08,-,mazurka07-4/pid9153-08,38
7.4,A maj,Olejniczac,1990,1:16,76,Na&iuml;ve OP20002,9100b-04,-,mazurka07-4/pid9100b-04,39
7.4,A maj,Osinska,1989,1:09,69,Cassiopee 969 213/6,9101-08,-,mazurka07-4/pid9101-08,40
7.4,A maj,Poblocka,1999,1:12,72,BeArTon CDB012/13,9093-09,-,mazurka07-4/pid9093-09,42
7.4,A maj,Rangell,2001,1:09,69,Dorian DOR-93258,9094-08,-,mazurka07-4/pid9094-08,43
7.4,A maj,Rubinstein,1939,1:01,61,Naxos 8.110656-57,9049-08,-,mazurka07-4/pid9049-08,46
7.4,A maj,Rubinstein,1952,0:54,54,BMG 09026 63027-2,9075-08,-,mazurka07-4/pid9075-08,46
7.4,A maj,Rubinstein,1966,1:05,65,BMG 09026-63050-2,9059-08,-,mazurka07-4/pid9059-08,46
7.4,A maj,Shebanova,2002,1:15,75,DUX 0350/0351,9072-08,-,mazurka07-4/pid9072-08,47
7.4,A maj,Smith,1975,2:22,142,EMI 724358576726,9054-08,-,mazurka07-4/pid9054-08,48
7.4,A maj,Sztompka,1959,1:13,73,Muza PNOD 313 A/B,9170-09,-,mazurka07-4/pid9170-09,50
7.4,A maj,Uninsky,1971,1:09,69,Philips 442 574-2,9061-08,-,mazurka07-4/pid9061-08,51
7.4,A maj,Vardi,1988,1:08,68,Carriere Classics 21.0017,9173-13,-,mazurka07-4/pid9173-13,52
7.4,A maj,Wasowski,1980,1:01,61,Concord CCD-42036,9111-08,-,mazurka07-4/pid9111-08,53
7.5,C maj,Ashkenazy,1981,0:45,45,Decca 448 086-2,9058-09,-,mazurka07-5/pid9058-09,0
7.5,C maj,Bacha,1997,1:14,74,Forlane 126817,9166c-12,-,mazurka07-5/pid9166c-12,1
7.5,C maj,Barbosa,1983,0:32,32,Centaur CRC2098/9,9174-09,-,mazurka07-5/pid9174-09,2
7.5,C maj,Biret,1990,0:36,36,Naxos 8.550359,9062-09,-,mazurka07-5/pid9062-09,3
7.5,C maj,Blet,2003,1:09,69,Marcal MA030501,9103-04,-,mazurka07-5/pid9103-04,4
7.5,C maj,Brailowsky,1960,0:31,31,Sony SB2K 63237,9060-09,-,mazurka07-5/pid9060-09,6
7.5,C maj,Chiu,1999,0:59,59,HMX 2907352.53,9048-09,-,mazurka07-5/pid9048-09,7
7.5,C maj,Clidat,1994,0:36,36,Forlane UCD16729 ,9067-09,-,mazurka07-5/pid9067-09,8
7.5,C maj,Cohen,1997,0:50,50,Glossa 920506 ,9105-09,-,mazurka07-5/pid9105-09,9
7.5,C maj,Cortot,1951,0:38,38,Concert Artist 9180/12 ,9066-09,-,mazurka07-5/pid9066-09,10
7.5,C maj,Csalog,1996,0:42,42,Hungaroton HCD 31755/6,1263-09,-,mazurka07-5/pid1263-09,11
7.5,C maj,Czerny-Stefanska,1989,0:57,57,Pony Canyon Classics PCCL-00460,9192-09,-,mazurka07-5/pid9192-09,12
7.5,C maj,Ezaki,2006,0:46,46,Triton OVCT-00035,9139-09,-,mazurka07-5/pid9139-09,13
7.5,C maj,Fiorentino,1958,0:44,44,Con. Artist 9200-2 ,9065-06,-,mazurka07-5/pid9065-06,16
7.5,C maj,Fliere,1977,0:36,36,Melodia 10 00439,9063-09,-,mazurka07-5/pid9063-09,17
7.5,C maj,Fou,1978,0:38,38,Sony SB2K 53 246,9071-14,-,mazurka07-5/pid9071-14,18
7.5,C maj,Francois,1956,0:28,28,EMI CZS 7 67413 2,9070-17,-,mazurka07-5/pid9070-17,19
7.5,C maj,Hatto,1993,0:33,33,Con. Artist FED4-TC-0116/7,610003-11,-,mazurka07-5/pid610003-11,22
7.5,C maj,Hatto,2006,0:34,34,Con. Artist 9270/12,9073-11,-,mazurka07-5/pid9073-11,22
7.5,C maj,Indjic,1988,0:38,38,Calliope 3321,9050-09,-,mazurka07-5/pid9050-09,24
7.5,C maj,Kapell,1951,0:36,36,RCA 09026-68990-2,9090-03,-,mazurka07-5/pid9090-03,25
7.5,C maj,Kushner,1990,0:46,46,Connoisseur CD4181/2,9118-09,-,mazurka07-5/pid9118-09,26
7.5,C maj,Lilamand,2001,0:34,34,Concerto Royale 206220-3600,9186c-09,-,mazurka07-5/pid9186c-09,27
7.5,C maj,Luisada,1990,0:42,42,DG 463054-2,9055-09,-,mazurka07-5/pid9055-09,28
7.5,C maj,Magaloff,1977,0:38,38,Phillips 426 817/29-2,9074f-09,-,mazurka07-5/pid9074f-09,30
7.5,C maj,Magin,1975,1:07,67,Accord 465 665-2,9138-09,-,mazurka07-5/pid9138-09,31
7.5,C maj,Meguri,1997,0:29,29,Live Notes WWCC-7313,9137-05,-,mazurka07-5/pid9137-05,33
7.5,C maj,Milkina,1970,0:53,53,Unterschrift/EMI,9099-09,-,mazurka07-5/pid9099-09,35
7.5,C maj,Mohovich,1999,0:48,48,Agora AG 231.2,9104-09,-,mazurka07-5/pid9104-09,36
7.5,C maj,Niedzielski,1931,0:32,32,HMV C-2008/10,610001-02,-,mazurka07-5/pid610001-02,37
7.5,C maj,Ohlsson,1999,0:34,34,Arabesque Z6730-2,9153-09,-,mazurka07-5/pid9153-09,38
7.5,C maj,Olejniczac,1990,0:37,37,Na&iuml;ve OP20002,9100b-05,-,mazurka07-5/pid9100b-05,39
7.5,C maj,Osinska,1989,0:40,40,Cassiopee 969 213/6,9101-09,-,mazurka07-5/pid9101-09,40
7.5,C maj,Poblocka,1999,0:41,41,BeArTon CDB012/13,9093-05,-,mazurka07-5/pid9093-05,42
7.5,C maj,Rangell,2001,0:42,42,Dorian DOR-93258,9094-09,-,mazurka07-5/pid9094-09,43
7.5,C maj,Rubinstein,1939,0:37,37,Naxos 8.110656-57,9049-09,-,mazurka07-5/pid9049-09,46
7.5,C maj,Rubinstein,1952,0:31,31,BMG 09026 63027-2,9075-09,-,mazurka07-5/pid9075-09,46
7.5,C maj,Rubinstein,1966,0:35,35,BMG 09026-63050-2,9059-09,-,mazurka07-5/pid9059-09,46
7.5,C maj,Shebanova,2002,0:43,43,DUX 0350/0351,9072-09,-,mazurka07-5/pid9072-09,47
7.5,C maj,Smith,1975,3:19,199,EMI 724358576726,9054-09,-,mazurka07-5/pid9054-09,48
7.5,C maj,Sztompka,1959,0:38,38,Muza PNOD 313 A/B,9170-05,-,mazurka07-5/pid9170-05,50
7.5,C maj,Uninsky,1971,0:41,41,Philips 442 574-2,9061-09,-,mazurka07-5/pid9061-09,51
7.5,C maj,Vardi,1988,0:34,34,Carriere Classics 21.0017,9173-14,-,mazurka07-5/pid9173-14,52
7.5,C maj,Wasowski,1980,0:34,34,Concord CCD-42036,9111-09,-,mazurka07-5/pid9111-09,53
17.1,B maj,Ashkenazy,1981,1:57,117,Decca 448 086-2,9058-10,-,mazurka17-1/pid9058-10,0
17.1,B maj,Bacha,1998,1:54,114,Forlane 126817,9166d-17,-,mazurka17-1/pid9166d-17,1
17.1,B maj,Barbosa,1983,2:08,128,Centaur CRC2098/9,9174-10,-,mazurka17-1/pid9174-10,2
17.1,B maj,Biret,1990,2:54,174,Naxos 8.550359,9062-10,-,mazurka17-1/pid9062-10,3
17.1,B maj,Blet,2003,2:24,144,Marcal MA030501,9103-05,-,mazurka17-1/pid9103-05,4
17.1,B maj,Brailowsky,1960,2:10,130,Sony SB2K 63237,9060-10,-,mazurka17-1/pid9060-10,6
17.1,B maj,Chiu,1999,2:31,151,HMX 2907352.53,9048-10,-,mazurka17-1/pid9048-10,7
17.1,B maj,Clidat,1994,2:02,122,Forlane UCD16729 ,9067-10,-,mazurka17-1/pid9067-10,8
17.1,B maj,Cohen,1997,2:36,156,Glossa 920506 ,9105-10,-,mazurka17-1/pid9105-10,9
17.1,B maj,Cortot,1951,2:32,152,Concert Artist 9180/12 ,9066-10,-,mazurka17-1/pid9066-10,10
17.1,B maj,Csalog,1996,2:12,132,Hungaroton HCD 31755/6,1263-10,-,mazurka17-1/pid1263-10,11
17.1,B maj,Czerny-Stefanska,1989,2:43,163,Pony Canyon Classics PCCL-00460,9192-10,-,mazurka17-1/pid9192-10,12
17.1,B maj,Ezaki,2006,2:30,150,Triton OVCT-00035,9139-10,-,mazurka17-1/pid9139-10,13
17.1,B maj,Fliere,1977,2:23,143,Melodia 10 00439,9063-10,-,mazurka17-1/pid9063-10,17
17.1,B maj,Fou,1978,2:14,134,Sony SB2K 53 246,9071-17,-,mazurka17-1/pid9071-17,18
17.1,B maj,Francois,1956,1:45,105,EMI CZS 7 67413 2,9070-18,-,mazurka17-1/pid9070-18,19
17.1,B maj,Hatto,1993,2:26,146,Con. Artist FED4-TC-0116/7,610003-12,-,mazurka17-1/pid610003-12,22
17.1,B maj,Hatto,2006,2:02,122,Con. Artist 9270/12,9073-12,-,mazurka17-1/pid9073-12,22
17.1,B maj,Indjic,1988,2:02,122,Calliope 3321,9050-10,-,mazurka17-1/pid9050-10,24
17.1,B maj,Kushner,1990,2:38,158,Connoisseur CD4181/2,9118-10,-,mazurka17-1/pid9118-10,26
17.1,B maj,Lilamand,2001,1:42,102,Concerto Royale 206220-3600,9186c-10,-,mazurka17-1/pid9186c-10,27
17.1,B maj,Luisada,1990,2:26,146,DG 463054-2,9055-10,-,mazurka17-1/pid9055-10,28
17.1,B maj,Lushtak,2004,2:19,139,Centaur CRC 2707,9088-05,-,mazurka17-1/pid9088-05,29
17.1,B maj,Magaloff,1977,2:02,122,Phillips 426 817/29-2,9074f-10,-,mazurka17-1/pid9074f-10,30
17.1,B maj,Magaloff,1977,2:16,136,Philips 456 898-2,5667267b-07,-,mazurka17-1/pid5667267b-07,30
17.1,B maj,Magin,1975,2:12,132,Accord 465 665-2,9138-10,-,mazurka17-1/pid9138-10,31
17.1,B maj,Meguri,1997,1:58,118,Live Notes WWCC-7313,9137-06,-,mazurka17-1/pid9137-06,33
17.1,B maj,Milkina,1970,2:27,147,Unterschrift/EMI,9099-10,-,mazurka17-1/pid9099-10,35
17.1,B maj,Mohovich,1999,2:26,146,Agora AG 231.2,9104-10,-,mazurka17-1/pid9104-10,36
17.1,B maj,Niedzielski,1931,1:38,98,HMV C-2008/10,610001-07,-,mazurka17-1/pid610001-07,37
17.1,B maj,Ohlsson,1999,2:12,132,Arabesque Z6730-2,9153-10,-,mazurka17-1/pid9153-10,38
17.1,B maj,Olejniczac,1990,2:24,144,Na&iuml;ve OP20002,9100b-14,-,mazurka17-1/pid9100b-14,39
17.1,B maj,Osinska,1989,2:22,142,Cassiopee 969 213/6,9101-10,-,mazurka17-1/pid9101-10,40
17.1,B maj,Poblocka,1999,1:41,101,BeArTon CDB012/13,9093-10,-,mazurka17-1/pid9093-10,42
17.1,B maj,Rangell,2001,2:12,132,Dorian DOR-93258,9094-10,-,mazurka17-1/pid9094-10,43
17.1,B maj,Rubinstein,1939,2:15,135,Naxos 8.110656-57,9049-10,-,mazurka17-1/pid9049-10,46
17.1,B maj,Rubinstein,1952,1:46,106,BMG 09026 63027-2,9075-10,-,mazurka17-1/pid9075-10,46
17.1,B maj,Rubinstein,1966,2:28,148,BMG 09026-63050-2,9059-10,-,mazurka17-1/pid9059-10,46
17.1,B maj,Shebanova,2002,2:24,144,DUX 0350/0351,9072-10,-,mazurka17-1/pid9072-10,47
17.1,B maj,Smith,1975,2:07,127,EMI 724358576726,9054-10,-,mazurka17-1/pid9054-10,48
17.1,B maj,Sofronitsky,1949,1:59,119,Vista Vera VVCD-00118-2,9114-29,-,mazurka17-1/pid9114-29,49
17.1,B maj,Sztompka,1959,2:16,136,Muza PNOD 313 A/B,9170-10,-,mazurka17-1/pid9170-10,50
17.1,B maj,Uninsky,1959,2:10,130,Philips 442 574-2,9061-10,-,mazurka17-1/pid9061-10,51
17.1,B maj,Vardi,1988,2:42,162,Carriere Classics 21.0017,9173-15,-,mazurka17-1/pid9173-15,52
17.1,B maj,Wasowski,1980,2:43,163,Concord CCD-42036,9111-10,-,mazurka17-1/pid9111-10,53
17.2,E min,Ashkenazy,1981,1:57,117,Decca 448 086-2,9058-11,-,mazurka17-2/pid9058-11,0
17.2,E min,Bacha,1998,2:03,123,Forlane 126817,9166d-18,-,mazurka17-2/pid9166d-18,1
17.2,E min,Barbosa,1983,2:08,128,Centaur CRC2098/9,9174-11,-,mazurka17-2/pid9174-11,2
17.2,E min,Biret,1990,2:29,149,Naxos 8.550359,9062-11,-,mazurka17-2/pid9062-11,3
17.2,E min,Blet,2003,2:15,135,Marcal MA030501,9103-06,-,mazurka17-2/pid9103-06,4
17.2,E min,Brailowsky,1960,1:59,119,Sony SB2K 63237,9060-11,-,mazurka17-2/pid9060-11,6
17.2,E min,Chiu,1999,2:09,129,HMX 2907352.53,9048-11,xprecor,mazurka17-2/pid9048-11,7
17.2,E min,Clidat,1994,1:56,116,Forlane UCD16729 ,9067-11,-,mazurka17-2/pid9067-11,8
17.2,E min,Cohen,1997,2:07,127,Glossa 920506 ,9105-11,-,mazurka17-2/pid9105-11,9
17.2,E min,Cortot,1951,2:07,127,Concert Artist 9180/12 ,9066-11,-,mazurka17-2/pid9066-11,10
17.2,E min,Csalog,1996,2:18,138,Hungaroton HCD 31755/6,1263-11,-,mazurka17-2/pid1263-11,11
17.2,E min,Czerny-Stefanska,1989,1:55,115,Pony Canyon Classics PCCL-00460,9192-11,-,mazurka17-2/pid9192-11,12
17.2,E min,Ezaki,2006,2:08,128,Triton OVCT-00035,9139-11,-,mazurka17-2/pid9139-11,13
17.2,E min,Falvay,1989,1:53,113,Naxos 8.550256 ,9068-06,-,mazurka17-2/pid9068-06,14
17.2,E min,Fiorentino,1961,2:25,145,Con. Artist 9200-2 ,9065-07,-,mazurka17-2/pid9065-07,16
17.2,E min,Fliere,1977,2:09,129,Melodia 10 00439,9063-11,-,mazurka17-2/pid9063-11,17
17.2,E min,Fou,1978,1:41,101,Sony SB2K 53 246,9071-18,-,mazurka17-2/pid9071-18,18
17.2,E min,Fou,2005,2:02,122,NIFC CD001,9092-14,-,mazurka17-2/pid9092-14,18
17.2,E min,Francois,1956,1:53,113,EMI CZS 7 67413 2,9070-19,-,mazurka17-2/pid9070-19,19
17.2,E min,Hatto,1993,2:07,127,Con. Artist FED4-TC-0116/7,610003-13,-,mazurka17-2/pid610003-13,22
17.2,E min,Hatto,2006,2:08,128,Con. Artist 9270/12,9073-13,-,mazurka17-2/pid9073-13,22
17.2,E min,Indjic,1988,2:08,128,Calliope 3321,9050-11,xprecor,mazurka17-2/pid9050-11,24
17.2,E min,Kapell,1951,1:51,111,RCA 09026-68990-2,9090-04,-,mazurka17-2/pid9090-04,25
17.2,E min,Kushner,1990,2:10,130,Connoisseur CD4181/2,9118-11,-,mazurka17-2/pid9118-11,26
17.2,E min,Lilamand,2001,2:07,127,Concerto Royale 206220-3600,9186c-11,-,mazurka17-2/pid9186c-11,27
17.2,E min,Luisada,1990,1:48,108,DG 463054-2,9055-11,xprecor,mazurka17-2/pid9055-11,28
17.2,E min,Lushtak,2004,2:18,138,Centaur CRC 2707,9088-06,-,mazurka17-2/pid9088-06,29
